"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Iceland","ISL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9004634266.46362","9415887036.08111","9959327352.96082","10692611744.3739","11124050451.2721","11678589124.047","12147309012.9683","12215275524.8462","12477010813.9395","13450517044.2415","14274285751.1382","15175991395.1664","16459100235.8284","16822763466.1092","15533498911.2936","15093469850.6493","15372061971.1062","15535564849.5489","16242815274.836","16516866493.4188","17249664316.7094","18337029182.1567","19106258173.1223","20040970853.945","20528933021.7951","19193749232.1123","",
"Israel","ISR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145462695740.13","154230893332.309","160284321292.751","167012716647.843","172976045778.289","188357550563.975","188550177220.06","188180863418.581","190343730675.647","199699156117.01","208004267327.004","220020295618.228","233445639118.823","241520191513.143","244280706390.67","258167349521.499","272476507220.977","280168508678.34","293552725255.394","305661032074.613","312629123715.228","326580991869.529","340875586977.724","354454108942.855","367829753077.531","359908802382.271","",
"Italy","ITA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2075111958974.29","2107036468228.05","2124614956279.92","2106496117473.54","2151807346894.48","2213926512372.78","2241972196957.13","2283005046386.13","2324341481904.68","2362128942879.25","2451581706371.57","2499421174463.09","2505768279550.37","2509241948206.38","2544963369995.62","2565777326796.92","2611721153731.97","2650559353331.67","2625060632005.45","2486432828349.62","2529032778541.47","2546921470741.52","2471000141707.7","2425507411807.47","2425397110830.38","2444274082066.12","2475889856374.81","2517184209191.25","2540488576005.39","2550911649193.86","2322896051831.41","",
"Jamaica","JAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20792726120.9932","21798727854.035","22225011242.2142","24317963346.4402","24654375571.608","25233742806.3856","25205044166.3438","24917590751.8173","24335876253.9963","24590836870.7246","24806917426.7813","25140552993.1629","25642682981.3849","26582825178.7948","26934708707.9167","27175450578.4008","27963300954.9842","28363722571.79","28133483825.258","26910999029.8941","26518866158.4881","26977742324.8965","26812197175.2479","26951000169.7492","27136914194.4561","27386977364.9835","27763609394.364","28040446746.5718","28570389789.9526","28825320993.5128","25942788894.1615","",
"Jordan","JOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28256729895.9851","28711247915.1293","32831248194.3872","34304382686.7898","36009817293.473","38242740850.4171","39040874582.5637","40332532513.883","41547417824.8823","42955680326.5926","44779454948.6746","47139313138.0618","49865760555.6213","51941007456.5077","56390905133.3455","60984843730.1629","65920331853.0884","71310090481.0801","76467463678.3376","80308967353.5048","82167986812.0387","84417072420.0527","86467865323.1013","88724631104.7406","91727141914.6716","94017136423.7067","95892008153.3297","97893384208.996","99786732029.2186","101738028003.642","100159680041.655","",
"Japan","JPN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4068103986341.16","4207131308344.69","4242810709216.04","4220836350466.16","4262752056513.44","4374905046770.48","4512008926993.96","4556282054981.99","4498402214615.76","4483380702001.18","4607330376800.63","4625119437239.31","4627060252951.37","4698091434761.48","4800797148955.08","4887398770601.17","4954470993866.83","5027993827924.14","4966436652531.57","4683685675291.75","4875619269863.28","4876780131592.51","4943823715180.79","5042952333233.2","5057889836119.82","5136824615194.47","5175547373033.96","5262254961496.86","5291663140462.92","5305966751733.76","5062661206961.5","",
"Kazakhstan","KAZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220299761047.029","196066787328.127","185675247601.825","168593124818.682","147350391094.366","135267659022.886","135943997320.805","138255045274.572","135628199415.151","139290160796.433","152940596557.466","173587577090.332","190599159644.505","208324881492.087","228324070118.178","250471504917.876","277271955944.089","301949160023.096","311913482304.495","315656444090.368","338699364509.476","363763117485.494","381223747124.771","404097171949.419","421069253173.842","426122084210.952","430809427136.853","448472613650.923","466859990810.033","487868690396.88","475671973136.958","",
"Kenya","KEN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84684789721.6244","85902850677.1226","85216062574.5534","85517043369.5553","87768522848.1452","91635794006.3352","95435783094.9704","95889009461.7174","99043962809.9652","101327311033.532","101934966248.246","105788012659.455","106366524488.274","109485696808.228","115074174984.823","121871222247.424","129759330159.053","138648791220.431","138970848439.511","143566530758.283","155135801742.052","163080470778.919","170531095002.544","177007607452.939","185893585829.636","195128260767.744","203350023339.972","211108856550.069","222992388234.553","234099934843.54","233359751281.068","",
"Kyrgyz Republic","KGZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22651204111.0052","20851809393.0648","17966369827.0813","15188889745.9662","12138177115.041","11479824005.1521","12293112413.2346","13512005720.466","13798708222.6922","14303159933.9117","15081729078.291","15884321603.7424","15881569708.2519","16998090623.644","18192514565.9742","18160583898.9833","18724088428.9303","20323663854.199","22031180060.5334","22667064815.5119","22560174508.3854","23903920386.6097","23882849032.7395","26489774123.7282","27555732866.3458","28623744973.2215","29864829313.3557","31280403475.28","32455892924.5573","33949067064.7258","31023828376.4419","",
"Cambodia","KHM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17586546192.9119","11464908856.0774","12600332539.1778","13343437857.526","13878058850.6037","14527778509.7288","16373588139.7446","18009895822.0209","19477411669.5342","20758818799.9835","22524542245.9929","24853699018.7928","28146835740.0382","31178554968.1051","34362687939.113","36662093824.9519","36693878745.5031","38881963567.4546","41630751178.192","44675351848.305","47961967887.8686","51387685545.5751","54967247822.2531","58778299696.0593","62890960721.9283","67588392994.1564","72356150509.8081","70078676204.3914","",
"Kiribati","KIR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154498163.527548","154498163.527548","155853410.576036","157208657.624523","159919151.721498","159919151.721498","162629645.818472","165340139.915447","176182116.303345","173471622.20637","184313598.594268","181603104.497294","188481254.317776","192262800.15717","189130146.604592","198495174.759049","198397325.922148","202434606.879592","198200815.100117","199791990.890072","197946114.127747","201102012.198592","210581247.950085","219456933.967522","217925700.110426","240600572.299773","252961954.206163","255212702.26017","264849417.230283","275248585.09089","269887962.9769","",
"St. Kitts and Nevis","KNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","572105056.402104","561437075.609395","585404677.413419","625223607.450068","658371206.558711","693812267.820485","734350594.832781","784462435.444067","780644097.65025","805779950.953188","886702887.675291","933285379.021439","946050063.820093","908838179.233651","945158503.465659","1037149085.96694","1069817087.09182","1076242470.33584","1142125706.18246","1095893690.28599","1089216210.66588","1109131824.37631","1084420230.82824","1142802062.31341","1214624934.72819","1227180563.99546","1391559698.58468","1404083723.57456","1441993976.60966","1511209680.60039","1293595538.73485","",
"Korea, Rep.","KOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542570624549.052","601049190991.003","638306083382.99","682205419129.481","745436763166.872","817107268226.502","881582778617.493","935981306155.872","887970630220.554","989793711154.328","1079477269584.2","1131857819988.08","1219295451465.64","1257670229835.22","1323036273738.77","1380039856716","1452689661910.11","1536939102172.75","1583246844825.55","1595797226566.06","1704388433877.57","1767206529267.27","1809664213833.72","1866934813500.06","1926722538277.21","1980846164069.89","2039219357482.86","2103651261121.49","2164812897274.32","2213390819401.97","2194532033977.08","",
"Kuwait","KWT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67170317204.9177","90001822081.6509","97594524875.7269","102335951140.222","102955213773.795","105501631080.532","109365158549.586","107408605884.109","112450990823.615","112690885419.638","116087707792.595","136201087746.964","150148485091.357","166077805417.527","178558175498.435","189256623413.761","193949727672.545","180225735495.181","175953909551.364","192895468050.998","205676371273.265","208040210707.249","209082236236.316","210322134913.322","216475883430.819","206275309887.727","208845767186.187","209738507531.558","191522169365.481","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4169197596494.48","4304409836718.8","4413327163928.81","4605789595619.06","4856529297905.03","4870779022592.69","5065370049824.51","5330945824766.63","5469768470363.77","5495060172474.64","5689524926846.67","5700127672812.05","5727494654383.12","5869675167341.89","6183823752240.71","6428720233830.87","6757400046092.75","7120946217904.25","7391683168857.47","7234388247575.3","7715859375660.78","8071829582083.98","8278243731310.23","8522815472032.51","8657693782316.73","8715093466866.97","8716925093869.06","8899575334923.66","9053752218005.1","9130496427197.96","8508847862738.54","",
"Lao PDR","LAO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8366077048.4496","8725530873.10541","9210657979.13219","9755243341.35711","10551175453.2735","11293055433.9466","12075474872.8747","12905312527.8019","13417344751.8632","14397666418.4512","15232555754.1036","16108642928.032","17062072213.5544","18097228527.8197","19247795207.9614","20615845411.9041","22392780009.1365","24093921170.1042","25979247073.3644","27928151712.7976","30309558822.0562","32746038984.8469","35374268307.0201","38213513284.2258","41122311944.8449","44111931099.5629","47209839789.6086","50463792572.0591","53616750150.2587","56543010338.6593","56827439678.1382","",
